x,y
0.5488135039273248,4.324257048578204
0.7151893663724195,4.415576072309423
0.6027633760716439,4.543484150337527
0.5448831829968969,4.596838094108129
0.4236547993389047,3.519717541536672
0.6458941130666561,4.513839673617805
0.4375872112626925,3.9048035650599164
0.8917730007820798,5.247570908137112
0.9636627605010293,5.114069914143706
0.3834415188257777,4.103073567994318
0.7917250380826646,4.8223004928656215
0.5288949197529045,4.433093431729842
0.5680445610939323,4.403612958599301
0.925596638292661,5.074226865733117
0.07103605819788694,3.026905994296138
0.08712929970154071,2.6578936399516064
0.02021839744032572,2.9417583894321386
0.832619845547938,5.079132409279673
0.7781567509498505,5.216205614704404
0.8700121482468192,5.302568034818223
0.978618342232764,5.6611093065179325
0.7991585642167236,4.898800074576873
0.46147936225293185,4.34052172148202
0.7805291762864555,4.985577728089004
0.11827442586893322,2.7786783261649792
0.6399210213275238,4.526156278110496
0.1433532874090464,2.449253060536473
0.9446689170495839,5.135581567823301
0.5218483217500717,4.2257185027429
0.4146619399905236,3.534063427182015
0.26455561210462697,3.4116822653127223
0.7742336894342167,4.751469769248416
0.45615033221654855,3.503925060872096
0.5684339488686485,4.003584172561976
0.018789800436355142,2.62633431201033
0.6176354970758771,4.443779252475804
0.6120957227224214,4.410612417016843
0.6169339968747569,4.5040028104814045
0.9437480785146242,5.483347505545561
0.6818202991034834,4.476879332744424
0.359507900573786,3.975070297572421
0.43703195379934145,3.678657731445921
0.6976311959272649,4.528758513047421
0.06022547162926983,3.0725997699034817
0.6667667154456677,4.806494135383089
0.6706378696181594,4.715802192394844
0.2103825610738409,2.731374570533824
0.1289262976548533,3.3062615067092334
0.31542835092418386,3.6605263523216633
0.3637107709426226,4.089979319395734
0.5701967704178796,3.860038615911632
0.43860151346232035,4.183930597755175
0.9883738380592262,5.127614448854053
0.10204481074802807,2.9216939965279285
0.2088767560948347,2.7504502511339455
0.16130951788499626,3.3319367829772233
0.6531083254653984,4.766643935121206
0.2532916025397821,3.3289755462339397
0.4663107728563063,3.8061156157949187
0.24442559200160274,2.802443771459946
0.15896958364551972,3.174337524081123
0.11037514116430513,2.7846681061709844
0.6563295894652734,4.691044367866168
0.1381829513486138,3.2809311799744707
0.1965823616800535,3.5652685900430465
0.3687251706609641,3.9619788543755035
0.8209932298479351,4.4746937737288075
0.09710127579306127,2.651281891857548
0.8379449074988039,5.2438252849204705
0.09609840789396307,2.4599249009433297
0.9764594650133958,5.450415001244316
0.4686512016477016,3.460291593282358
0.9767610881903371,5.130279789467411
0.604845519745046,3.8330583536957517
0.7392635793983017,5.011488441552325
0.039187792254320675,2.341488064823342
0.2828069625764096,3.1937725684261316
0.1201965612131689,3.288670977105098
0.29614019752214493,3.5928349944899676
0.11872771895424405,2.3880220863940402
0.317983179393976,3.118643694679841
0.41426299451466997,3.864267385043773
0.06414749634878436,2.7696710776505205
0.6924721193700198,4.315309179484568
0.5666014542065752,4.63401836054452
0.2653894909394454,3.4101344287842323
0.5232480534666997,4.105376963425058
0.09394051075844168,2.871731508629896
0.5759464955561793,4.457961516185307
0.9292961975762141,5.099833588208243
0.31856895245132366,3.353927919570063
0.6674103799636817,4.212074888866167
0.13179786240439217,2.5815865930935127
0.7163272041185655,5.09335400233963
0.2894060929472011,3.607769073890891
0.18319136200711683,3.0400328946389177
0.5865129348100832,3.9869534324035727
0.020107546187493552,2.3146791203328734
0.8289400292173631,4.544849247975965
0.004695476192547066,2.448503054135762
